Weighted_Avg_PRB_Util_UL,DL MAC Vol Scell Pct,UE_Pwr_Restricted_Pct,UE_Pwr_Unrestricted_Pct_Num,Cat M1 Bearer Setup Failure num,Bearer Setup Failure Voice Num,HARQ_BLER_Pct,Avg_Connected_UEs,SIP DC%,UPTP_Mbps,Context_Drop_Pct,Context_Setup_Failure_Pct_Num,DL_HARQ_DTX_PCT_NUM,S1U_SIP_SC_SEER,DRB UL Data Volume MB,CAActivatedUE with 4 Scell DL num,Cat M1 Bearer Drop num,UL_Packet_Loss_Pct_Den,HO Failures,Weighted_Avg_Pdcch_CCE_Util_Num,CAActivatedUE with 3 Scell DL num,Weighted_Avg_SINR_PUSCH,Avg noOf Scell for CA UE den,PRB Util%,Handover_Exe_Failure_Pct,Pct CA ScheduledUE with 3 Scell UL,Interference_92_dbm_Above,HQ_EXE_TOTARGET_FAILURE_QCI_1,Pct CA ScheduledUE with 2 Scell UL,CAActivatedUE with 2 Scell DL num,DL Packet Loss Pct,RI_2Pct_den,Pct CA ScheduledUE with 1 Scell UL,Bearer Drop Voice%,CAActivatedUE with 1 Scell DL num,Bearer Drops,CAActivatedUE with 0 Scell DL num,RRC Setup Attempts,SIP Calls with a Leg,TTI_Occupancy_Pct_Den,weekend,Downlink_Scheduler_Delay_msec,HARQ_BLER_Pct_Num,UPTP Mbps Num,Cat M1 Bearer Setup Failure den,Bearer Setup Failure Voice Den,Setup_Fail_NUM,Weighted_Avg_PRB_Util_UL_Num,DL MAC Vol EScell Pct,UE_Pwr_Restricted_Pct_Num,pmCellDowntimeLockAuto,Handover_Preparation_Failure_PCT,S1U_SIP_SC_SEER_num,Context_Setup_Failure_Pct_Den,Cat_M1 Bearer Drop den,DL_HARQ_DTX_PCT_DEN,RRC_Reest_Fail_Pct,Context_Drop_Pct_Num,pmRadioRecInterferencePwr_Neg121,ERAB_Drop_Pct_Num,RRC Setup Failures,Handover_Exe_Failure_Pct_Num,hr,Weighted_Avg_Pdcch_CCE_Util_Den,PUCCH Interference Pwr,Bearer Setup Failure Voice%,MAC_UE_SC_Tput,UL_HARQ_DTX_PCT,HQ_EXE_TOTARGET_FAILURE_QCI_1_NUM,Bearer Releases,HO_fail_InterFreq,Bearer_Setup_Failure_Pct,UL_HARQ_ACK_PCT,HO_Oscillation_IntraFreq_PCT,Combined RACH Failure%,UE_Pwr_Pct_den,RRC_Reestab_Attempts,CA ActivatedUE pct Den,UL_RLC_ACK_PCT,HO_fail_PCT_InterFreq,Interference Pwr,qci1_setup_attempts,Avg CQI,Downlink_Scheduler_Delay_msec_Num,HARQ_BLER_Pct_Den,UPTP Mbps Den,Setup_Fail_DEN,Weighted_Avg_PRB_Util_UL_Den,PDCCH Util,SIP_SC_Total_MOU,SIP Dropped Calls,UL MAC Vol Scell Pct,S1U_SIP_SC_SEER_den,RRC_Reest_Fail_Pct_Num,Uplink_TTI_Occupancy_Pct,_80th_percentile_traffic,Context_Drop_Pct_Den,ENDC Setup Failure,QCI 1 Bearer Drop%,ENDC Setup Failure Pct,ERAB_Drop_Pct_Den,QCI5 Bearer Setup Failure Num,Handover_Exe_Failure_Pct_Den,Peak UE,Weighted_Avg_PRB_Util_DL,VOLTE IA%,Cell Availablity%,ENDC Setup Attempt,MB_per_connected_UE,PCT Time MIMO,ERAB Setup Fail%,DL Volume,WEIGHT_AVG_SINR_PUCCH,HQ_EXE_TOTARGET_FAILURE_QCI_1_DEN,UL_HARQ_DTX_PCT_NUM,Return Loss,Combined_RACH_Succ,Bearer_Setup_Failure_Pct_Num,QCI 1 Bearer Releases,Pct CA ScheduledUE with 4 Scell DL,UL Throughput,Pct CA ScheduledUE with 3 Scell DL,PIM,DL Data Vol MAC in MB,UL_Packet_Loss_Pct,Pct CA ScheduledUE with 0 EScell DL,HO Failure%,Access Beyond Cell Range,Pct CA ScheduledUE with 2 Scell DL,Downlink_Scheduler_Delay_msec_Den,Call_Drops_Credit,Pct CA ScheduledUE with 1 EScell DL,Uplink_TTI_Occupancy_Pct_Num,Combined RACH Preambles,TIMESTAMP,Avg noOf Scell for CA UE,DL MAC Vol Scell MB,Pct CA ScheduledUE with 1 Scell DL,Pct CA ScheduledUE with 2 EScell DL,Downlink_TTI_Occupancy_Pct,RI_2Pct,Bearer Drop%,pct CA ActivatedUE with 4 Scell DL,Pct CA ScheduledUE with 3 EScell DL,Bearer Drops Voice,QCI5 Bearer Setup Failure Den,Weighted_Avg_PRB_Util_DL_Num,holiday,Pct CA ScheduledUE with 4 EScell DL,pct CA ActivatedUE with 3 Scell DL,RadioInterferenceSecsAbvNeg100dBm,VoLTE_MOU,UL QPSK BLER Pct,pct CA ActivatedUE with 2 Scell DL,UE_Pwr_Unrestricted_Pct,UL_HARQ_DTX_PCT_DEN,Bearer_Setup_Failure_Pct_Den,Combined RACH Failures,Context_Setup_Failure_Pct,pct CA ActivatedUE with 1 Scell DL,DL_HARQ_DTX_PCT,QCI5 Bearer Setup Failure%,RRC Setup Failure% 5G,pct CA ActivatedUE with 0 Scell DL,UL_Packet_Loss_Pct_Num,Cat M1 Bearer Setup Failure pct,Avg noOf Scell for CA UE num,day,Weighted_Avg_Pdcch_CCE_Util,Cat M1 Bearer Drop pct,QCI 1 Bearer Drops,SIP_SC_Call_Attempts,Handover_Preparation_Att,pmCellDowntimeAuto,Downlink_TTI_Occupancy_Pct_Num,Bearer Releases Voice,RI_2Pct_num,HO_att_InterFreq,Weighted_Avg_PRB_Util_DL_Den,Handover_Prep_Failures,HO Attempts
5,39.72,40.34,366096,0,0,6.67,13.55,null,31.15,0.17,2,81463,100,111.44,67497,0,540499,2,18708410,111186,17.92,7936,10.67,0.37,null,150,0,null,42163,0.04,283552,null,0,140736,6,403472,1810,null,4,0,948.1,89602,6911701,0,31,6,300,0,247527,0,0,42,1782,0,1477523,16.9,3,0,6,3,2,8,3600002,-115.17,0,12522.9,3.69,0,3467,0,0.08,95.11,12.96,11.86,614623,71,772603.54,98.5941,0,-115.7,31,9.27,2407281.47,1356502.72,224074.56,7281.09,60,14.07,42,null,0,42,12,25,null,1777.6,1,0,1.85,3491.57,2,545.4,24,10.67,0.29,100,54,62.62,76.9519,0.08,1167.56,2.98,106,23149,24.3,2672.46,3,36,1.1,0.89,0.2,-0.1,1555.2081,0.01,null,0.37,0.38,0.5,253904.91,0,null,1,3032.02,1.69E+12,2.85,632.5731,0.24,null,25,70.6798,0.17,8.82,null,0,1682.66,640,0,null,14.6753,5.15,111.25,8.93,5.51,59.66,633017.5,3627.92,356,0.11,18.38,5.51,0.12,0.17,52.74,65,null,22649,09-06-2023,5.2,null,0,184.21,540,0,1,36,200403.19,3,60,0,540
5.17,42.12,66.95,279299,0,0,6.38,13.46,null,29.33,0.06,2,63562,100,137.64,73621,0,484436,6,19218550,156202,15.43,7471,9.17,1.59,null,72,0,null,54550,0,278102,null,0,108863,2,360723,1747,null,4,0,904.27,77254,5338128,0,16,10,310,0,565882,0,0,20,1718,0,1325785,10.42,1,0,2,5,6,9,3600002,-115.36,0,11359.58,3.55,0,3477,0,0.14,91.74,11.94,13.41,846181,48,761397.59,98.2575,0,-116.04,16,9,2137899.32,1223744.28,183821.01,7030.61,60,15.47,20,null,0,20,5,25,null,1765.48,1,0,3.7,3501.67,2,380.77,24,9.17,0.41,100,27,59.79,68.9224,0.14,1006.97,2.98,72,32261,24.3,2504.8,5,22,1.12,1.23,0.14,-0.1,1309.1317,0.02,null,1.59,0.54,0.34,236421.81,0,null,1,2892.64,1.69E+12,3.03,564.6001,0.18,null,25,63.0139,0.06,9.77,null,0,1613.98,550,0,null,20.9272,5.36,41.75,10.17,7.24,33.05,918694.99,3506.72,384,0.12,14.43,4.79,0.13,0.29,47.85,88,null,22649,09-06-2023,5.34,null,0,111.75,377,0,1,22,175235,2,60,0,377
5.33,49.2,57.25,325452,0,0,6.14,13.77,null,30.61,0,2,55869,100,118.63,52055,0,508588,4,18586673,147695,15.94,7475,8.5,1.06,null,235,1.47,null,40067,0.08,276836,null,0,82870,1,420315,1675,null,4,0,760.34,74629,4551824,0,18,5,320,0,435922,0,0,30,1655,0,1315578,15.38,0,1.47,1,1,4,10,3600001,-115.34,0,11728.8,3.47,1,3215,0,0.12,93.5,13.26,11.86,762374,39,750331.02,97.9704,0,-115.5,18,9.06,2262524.23,1226665.2,150180.94,6727.61,60,15.05,30,null,0,30,6,25,null,1648.32,1,0,2.86,3237.05,2,380.77,25,8.5,0.19,100,35,37.74,74.2148,0.08,864.56,2.98,68,28021,24.3,2364.41,4,24,1.43,0.79,0.14,-0.1,1359.4297,0.03,null,1.06,0.32,0.35,297569.23,0,null,1,2682.56,1.69E+12,3.08,684.8406,0.29,null,25,69.9728,0.03,7.01,null,0,1565.5,510,0,null,20.0788,8.62,104,9.17,5.39,42.75,815731.55,3345.12,315,0.12,11.14,4.25,0.13,0.06,56.58,136,null,22994,09-06-2023,5.16,null,0,134.53,377,0,1,24,193719.01,1,60,0,377
5,37.01,50.52,357679,0,0,8.05,10.58,null,25.2,0.08,2,82086,100,99.21,106399,0,520156,1,18928000,222134,17.12,5820,12.83,0.3,null,57,0,null,39284,0.02,256324,null,5.26,116160,0,438803,1239,null,4,0,575.76,133176,7043967,0,17,7,300,0,365189,0,0,31,1219,0,1693527,15.38,1,0,0,3,1,11,3600002,-115.21,0,11811.53,4.23,0,2397,0,0.16,93.64,14.67,16.18,723868,65,931906.8,98.5446,0,-115.46,17,9.23,1860412.93,1671526.77,282337.42,4949,60,15.5,31,null,0,31,10,25,null,1237.25,0,5.26,0,2410.87,2,337.34,18,12.83,0.42,100,13,91.15,76.4166,0.14,1268.56,2.98,71,32822,24.3,1852.34,4,19,0.72,0.52,0.07,-0.1,1628.2715,0.1,null,0.3,0.57,0.24,323122.23,0,null,1,2209.88,1.69E+12,3.07,617.0292,0.1,null,25,72.0231,0,11.53,null,1,1134.23,770,0,null,24.3107,5.79,67.37,9.76,4.26,49.48,783408.52,2449.25,354,0.17,12.58,4.85,0.18,0.24,47.56,503,null,17871,09-06-2023,5.26,null,1,83.12,334,0,1,19,184612.85,1,60,0,334
5,5.46,23.98,429898,0,0,7.86,9.58,null,32.49,0.19,1,283080,100,113.06,657349,0,890515,2,17782745,126128,19.1,4915,40.33,0.57,null,109,0,null,72761,0,214806,null,5,759229,6,301025,1091,null,4,0,794.01,254290,47978872,0,23,5,300,0,135574,0,0,30,1064,0,3292163,11.36,2,0,6,3,2,12,3600002,-114.87,0,22702.55,4.46,0,2016,0,0.1,95.3,16.62,21.61,566472,88,1935555.92,98.5743,0,-114.74,23,9.54,1428953.05,3269379.09,1491348.83,4302.6,60,20.04,30,null,0,30,10,0,null,1073.63,0,5,0,2026.06,1,352.49,19,40.33,0.38,100,22,723.18,77.8508,0.12,6397.34,2.99,67,26315,24.3,1652.36,2,20,0.2,1.92,0.03,-0.1,5560.2015,0.02,null,0.57,1.03,0.04,179965.84,0,null,0,2107.87,1.69E+12,3.29,310.8881,0.02,null,50,74.7097,0.3,34.3,null,1,960.51,2420,0,null,6.6458,18.82,58.58,7.55,3.8,76.02,595343.49,2101.81,451,0.09,39.61,8.6,0.11,0.27,15.71,206,null,16168,09-06-2023,4.94,null,1,51.64,349,0,2,20,160480.92,1,60,0,349
5.17,47.09,33.91,339533,0,0,6.1,10.78,null,28.97,0.27,1,57900,100,122.08,50318,0,496751,2,17363500,87035,18.2,5966,8.5,0.66,null,85,2.6,null,89505,0.11,234812,null,3.33,70395,5,372101,1123,null,4,0,740.9,68198,4111538,0,22,6,310,0,174241,0,0,31,1099,0,1191152,6.67,3,2.6,5,2,2,13,3600002,-115.14,0,11827.82,7.44,2,2143,0,0.09,93.62,15.28,19.51,514774,60,675946.54,93.852,0,-115.68,22,8.83,1850889.64,1128295.24,143337.18,4441.98,60,12.93,31,null,0,31,4,0,null,1133.22,1,3.33,5.88,2154.33,1,304.01,17,8.5,0.28,100,17,64.6,79.1739,0.14,813.05,2.98,77,42344,24.3,1633.17,2,30,1.13,1.54,0.24,-0.1,1190.184,0.07,null,0.66,0.55,0.43,249815.42,0,null,0,2029.09,1.69E+12,3.12,573.9325,0.15,null,25,73.8411,0.23,7.52,null,1,1004.95,510,0,null,13.13,2.14,107.93,15.96,13.37,66.09,574630.41,2175.54,392,0.09,10.5,4.86,0.1,0.18,55.6,325,null,18637,09-06-2023,4.82,null,1,99.91,301,0,1,30,173391.75,2,60,0,301
5,35.68,59.98,264185,0,0,7.68,9.65,null,26.68,0.18,0,70254,100,79.57,79296,0,407157,4,19702825,92004,16.15,4949,10.67,1.13,0,70,0,10.53,101096,0.01,220625,89.47,0,105341,3,317677,1118,null,4,0,662.24,98794,5539679,0,17,8,300,0,396010,0,0,19,1086,0,1345205,5.75,2,0,3,3,4,14,3600002,-114.93,0,11705.05,5.03,0,2100,0,0,90.42,16.06,16.75,661195,87,702267.14,97.3368,0,-115.98,17,9.16,1373252.56,1299257.94,209728.52,4408.65,60,14.33,19,null,0,19,5,25,null,1108.98,1,0,3.57,2110.9,0,358.55,22,10.67,0.27,100,28,91.57,77.5781,0.18,1011.01,2.97,74,35667,24.3,1732.15,0,20,0.7,0.25,0.16,-0.1,1296.8198,0.06,null,1.13,0.43,0.25,207366.13,0,null,1,2080.6,1.69E+12,2.97,473.8415,0.1,null,25,73.3462,0.14,11.4,null,0,990.81,640,0,null,13.3623,4.72,38.67,13.7,14.54,40.02,715496.12,2153.32,345,0,15.14,5.22,0,0.27,45.69,246,null,14685,09-06-2023,5.47,null,0,87.78,355,0,1,20,161828.26,2,60,0,355
5.17,35.4,60.08,324380,0,0,8.41,12.28,null,18.11,0.08,3,107120,100,188.23,89769,0,621494,6,22764083,179878,16.2,6592,14.5,1.25,null,172,2.7,null,112497,0.01,274316,null,0,140211,1,496754,1297,null,4,0,713.12,142586,6966704,0,18,9,310,0,488256,0,0,32,1271,0,1771122,6.52,1,2.7,1,2,6,15,3600001,-113.39,0,11422.38,5.37,3,2575,0,0.27,90.86,15.38,20.08,813636,138,1029199.09,97.8912,0,-113.09,18,8.73,2007074.02,1711686.39,388572.25,5215.64,60,16.78,32,null,0,32,9,25,null,1316.03,1,0,1.89,2590.65,3,485.81,20,14.5,0.41,100,53,61.72,72.9523,0.17,1323.1,2.98,111,47877,24.3,2127.06,7,25,0.62,1.75,0.12,-0.1,1685.4173,0.04,null,1.25,0.61,0.3,281449.63,0,null,1,2661.35,1.69E+12,2.88,610.949,0.19,null,25,70.3869,0.04,8.81,null,0,1185.74,870,0,null,17.8265,36.69,63.67,12.84,11.04,39.92,901263.4,2597.72,529,0.24,13.75,6.05,0.26,0.15,48.75,231,null,18971,09-06-2023,6.32,null,0,71.81,481,0,1,25,193093.82,1,60,0,481
5,43.19,33.2,329987,0,0,8.19,11.47,null,25.56,0.16,0,66941,100,87,41727,0,453314,1,17389270,113784,18.04,5998,9.33,0.17,null,137,0,null,23803,0.04,223874,null,3.45,73857,4,381952,1308,null,4,0,1083.93,94603,3511772,0,22,1,300,0,163996,0,0,34,1283,0,1205271,6.72,2,0,4,1,1,16,3600002,-114.08,0,10810.36,5.13,0,2497,0,0,94.79,16.31,18.36,494983,119,641373.23,98.3169,0,-115.35,22,9.74,2748567.54,1166846.94,138761.88,5239.88,60,12.69,34,null,0,34,8,0,null,1286.74,3,3.45,6.98,2511.87,0,607.01,23,9.33,0.08,100,43,43.85,76.4368,0.02,746.39,2.98,142,26490,24.3,2173.52,0,29,1.24,1.54,0.15,-0.1,1113.2119,0.03,null,0.17,0.49,0.5,253573.63,0,null,0,2662.36,1.69E+12,2.89,492.3447,0.42,null,25,71.6696,0.16,6.57,null,1,1206.95,560,0,null,18.0992,9.59,109.78,10.77,3.75,66.8,521821.55,2598.73,484,0,11.61,5.55,0,0.08,60.15,157,null,17308,09-06-2023,4.83,null,1,240.19,601,0,1,29,160447.59,3,60,0,601
5.33,26.07,48.52,343976,0,0,6.88,11.75,null,24.39,0.08,2,243146,100,173.06,114593,0,627450,5,21911875,145055,16.1,6556,15.67,0.74,0,429,0,0,202636,0.05,199371,100,0,206191,2,439372,1317,null,4,0,791.9,122862,11603675,0,19,9,320,0,324214,0,0,27,1287,0,1923687,6.8,1,0,2,4,5,17,3600002,-113.65,0,13229.32,4.15,0,2448,0,0.2,95.42,13.95,14.88,669190,147,1118824.47,98.7525,0,-114.59,19,9.41,2398284.39,1804433.68,480502.45,5214.63,60,16.34,27,null,0,27,10,25,null,1293.81,1,0,2.17,2462.38,2,680.74,23,15.67,0.47,100,46,52.92,80.1233,0.17,1850.32,2.96,198,27801,24.3,2346.23,5,22,0.54,2.36,0.08,-0.1,2017.5457,0.05,null,0.74,0.29,0.19,302852.54,1,null,1,2756.29,1.69E+12,2.97,538.6431,0.14,null,25,75.4773,0.08,10.34,null,0,1182.71,940,0,null,13.2209,11.67,106.38,4.42,18.29,51.48,676001.08,2558.33,406,0.16,18.6,12.64,0.17,0.3,39.66,326,null,19488,09-06-2023,6.09,null,0,65.03,674,0,1,22,150476.87,3,60,0,674
5.67,38.13,57.07,251170,0,0,6.5,10.72,null,44.16,0.1,0,68047,100,98.39,50695,0,472546,1,17672280,97796,16.73,6169,10,0.26,null,265,0,null,44995,0.01,205417,null,0,67744,2,374172,1025,null,4,0,994.91,76654,7960212,0,6,3,340,0,333834,0,0,9,1010,0,1239221,6.45,1,0,2,3,1,18,3600002,-115.06,0,14902.88,4.27,0,2045,0,0,94.67,12.5,7.95,586004,62,641655.02,98.3268,0,-115.79,6,9.73,2119131.5,1191291.97,182059.57,4136.96,60,13.02,9,null,0,9,4,25,null,1029.19,1,0,4.35,2055.35,0,387.84,22,10,0.29,100,23,73.42,75.8308,0.07,1222.1,2.98,90,25965,24.3,1696.8,0,9,1.47,1.08,0.21,-0.1,1535.0485,0.02,null,0.26,0.36,0.36,212996.88,0,null,1,1843.25,1.69E+12,3.18,599.334,0.29,null,25,71.0434,0.1,7.98,null,0,984.75,600,0,null,15.5439,8.82,111.77,7.9,7.08,42.93,614075.96,2069.49,145,0,10.65,5.49,0,0.29,58.9,99,null,19608,09-06-2023,4.91,null,0,34.7,384,0,1,9,145938.94,3,60,0,384
5,53.18,47,243577,0,0,5.8,8.22,null,41.68,0,0,32029,100,62.14,18577,0,344914,1,15169320,66072,17.37,4461,5.67,0.4,null,51,0,null,19126,0.01,143433,null,0,26980,0,298721,817,null,4,0,796.96,41694,2015211,0,3,2,300,0,216034,0,0,11,820,0,780468,10,0,0,0,2,1,19,3600002,-115.98,0,11852.05,3.38,0,1668,0,0,94.06,11.69,9.65,460611,30,433669.76,98.0496,0,-114.92,3,9.89,1630478.35,725999.11,48835.52,3325.93,60,10.21,11,null,0,11,3,0,null,825.17,1,0,6.67,1674.58,0,250.48,19,5.67,0.24,100,15,27.74,74.6693,0.06,450.46,2.98,71,16400,24.3,1286.74,0,11,1.51,0.46,0.21,-0.1,781.6895,0.01,null,0.4,0.37,0.81,204586.61,0,null,0,1424.1,1.69E+12,2.66,425.6746,0.79,null,0,60.1859,0,4.33,null,0,805.98,340,0,null,15.5439,23.61,87.93,11.29,4.45,53,489456.1,1677.61,136,0,6.26,4.1,0,0.24,69.57,32,null,11873,09-06-2023,4.21,null,0,162.53,248,0,0,11,86328.74,4,60,0,248
5,19.38,26.03,232251,0,0,7.71,7.72,null,66.96,0.25,1,51313,100,67.95,32354,0,370149,0,14735513,53200,18.6,4119,9.17,0,null,32,0,null,97004,0,128897,null,0,41983,1,292013,824,null,4,0,1182.24,73769,10954182,0,6,3,300,0,81722,0,0,6,826,0,1016239,12.5,2,0,1,0,0,20,3600001,-116.31,0,21433.05,3.34,0,1652,0,0.18,96.82,18.72,9.24,314973,32,521618.54,98.8911,0,-116.71,6,10.05,2129277.96,966568.99,165215.8,3354.21,60,9.67,6,null,0,6,4,0,null,823.15,0,0,0,1658.42,1,204.02,15,9.17,0.12,100,12,55.52,72.619,0.09,1686.7,2.99,64,10748,24.3,1250.38,3,6,0.84,5.14,0.11,-0.1,1736.3718,0.01,null,0,0.27,0.49,180105.22,0,null,0,1377.64,1.69E+12,2.74,344.5716,0.38,null,0,58.0043,0.06,6.26,null,0,821.13,550,0,null,10.403,6.48,86.17,6.34,18.78,73.97,325316.96,1689.73,126,0.12,8.11,5.05,0.12,0,56.54,28,null,11299,09-06-2023,4.09,null,0,77.62,203,0,0,6,74767.27,2,60,0,202
5,69.87,67.5,66968,0,0,6.18,4.91,null,25.83,0,0,37449,100,50.31,9284,0,153485,1,14344350,29550,16.5,2291,5.83,0.66,null,49,0,null,34293,0.07,85961,null,0,16859,2,135408,524,null,4,0,1011.59,36438,1169841,0,10,2,300,0,139094,0,0,9,526,0,652240,16.67,0,0,2,2,1,21,3600002,-116.45,0,13411.49,4.91,0,1089,0,0,92.73,15.33,8.54,207062,12,227546.94,97.7031,0,-117.11,10,9.15,852616.75,595241.48,45734.82,2121,60,7.38,9,null,0,9,2,0,null,542.37,0,0,0,1089.79,0,152.51,13,5.83,0.38,100,9,29.31,86.6782,0.1,244.42,2.98,26,10951,24.3,800.93,0,11,1.25,2.39,0.32,-0.1,683.8306,0.02,null,0.66,0,0.83,84284.5,0,null,0,875.67,1.69E+12,3.03,489.2844,0.1,null,0,79.9819,0.19,4.12,null,0,514.09,350,0,null,13.2512,1.77,26.73,10.81,15.22,32.5,225323.93,1064.54,74,0,7.44,5.74,0,0.38,60.1,27,null,6940,09-06-2023,3.98,null,0,0,150,0,0,11,68750.7,2,60,0,151
5,47.39,76.34,57747,0,0,5.12,4.74,null,52.84,0.23,1,21655,100,23.17,9792,0,175760,0,13689790,31322,16.08,2221,6.17,0,null,8,0,null,30142,0.01,82369,null,0,14821,3,143555,437,null,4,0,1095.92,23591,2936743,0,5,1,300,0,186367,0,0,7,442,0,480138,28.57,1,0,3,0,0,22,3600002,-117.32,0,13873.17,4.48,0,856,0,0.12,93.51,10.74,12.83,245114,14,231827.32,96.2874,0,-117.18,5,9.4,1090993.92,465262.56,56128.73,1754.37,60,6.69,7,null,0,7,4,0,null,435.31,0,0,0,854.46,1,122.21,10,6.17,0.23,100,7,112.68,86.6883,0.06,465.61,2.97,44,11306,24.3,658.52,1,6,1.06,0.22,0.17,-0.1,540.0066,0.03,null,0,0.33,1.15,99550.65,0,null,0,755.48,1.69E+12,2.78,262.0647,0.14,null,0,81.3151,0.35,4.27,null,0,431.27,370,0,null,13.7865,8.12,56.55,9.53,13.13,23.66,254675.54,871.63,96,0.23,6.41,4.51,0.23,0,62.54,46,null,6177,09-06-2023,3.8,null,0,22.23,121,0,0,6,66975.12,4,60,0,121
5,68.63,77.15,33149,0,0,5.07,3.14,null,34.82,0,0,17613,100,15.23,4458,0,86882,0,12139155,25619,14.19,1019,5.33,0,null,9,0,null,8915,0,43035,null,0,6354,0,62054,385,null,4,0,598.16,14960,314166,0,9,0,300,0,111937,0,0,10,390,0,327896,10,0,0,0,0,0,23,3600002,-117.31,0,17876.74,2.8,0,759,0,0,91.23,19.61,2.28,146086,10,108373,98.5644,0,-115.72,9,9.28,303267.65,297975.25,9109.19,1551.36,60,5.07,10,null,0,10,1,0,null,384.81,0,0,0,756.49,0,51.51,7,5.33,0,100,7,17.82,79.8203,0,150.49,2.99,6,4394,24.3,475.71,0,9,1.07,0.52,0.15,-0.1,448.7026,0.01,null,0,0,0.75,50699.98,0,null,0,486.82,1.69E+12,2.83,315.322,0.16,null,0,79.5779,0,4.15,null,0,382.79,320,0,null,24.1188,25.45,4.08,10.13,8.31,22.85,158403.35,773.66,11,0,5.83,5.37,0,0,57.83,5,null,2887,09-06-2023,3.37,null,0,2.11,51,0,0,9,34247.08,2,60,0,51
5,95.48,45.17,12676,0,0,3.03,2.8,null,19.45,0,0,6426,100,2.74,783,0,11658,0,11818650,1807,17.95,780,5,0,null,8,0,null,2131,0.03,32808,null,0,2178,0,16220,368,null,4,0,797.38,2598,34313,0,6,1,300,0,10444,0,0,4,376,0,86088,37.5,0,0,0,1,0,0,3600002,-117.55,0,15315.46,14.63,0,726,0,0,95.76,13.89,22.54,24120,8,23249.19,98.8614,null,-118.74,6,9.69,50745.43,86688.3,1776.59,1484.7,60,3.16,4,null,0,4,3,0,null,363.6,0,0,0,723.16,0,36.36,7,5,0.27,100,3,2.25,55.8732,0.07,8.08,2.97,3,3631,24.3,461.57,0,5,4.43,2.4,0.57,-0.1,143.42,0.41,null,0,0.61,4.81,6364.01,0,null,0,595.9,1.69E+12,2.6,140.2284,0.81,null,0,53.5098,0,3.4,null,0,360.57,300,0,null,7.9285,0.56,0.62,1.45,9.26,54.83,25069.21,742.35,133,0,9.03,7.46,0,0.27,70.46,48,null,2030,09-07-2023,3.28,null,0,0,36,0,0,5,17554.81,0,60,0,36
5,72.25,39.66,16361,0,0,5.28,3.5,null,16.96,0,0,2810,100,4.51,1125,0,17206,0,11687393,1652,18.04,1279,5,0,null,3,0,null,2447,0.02,41145,null,0,2096,0,14393,289,null,4,0,732.76,2187,51419,0,6,0,300,0,10753,0,0,5,298,0,41722,50,0,0,0,0,0,1,3600001,-118.04,0,5539.19,6.29,0,579,0,0,95.31,10.53,11.51,28114,2,21829.13,98.9307,null,-118.8,6,9.53,57563.94,41799.86,3055.25,1176.65,60,2.82,5,null,0,5,1,0,null,286.84,0,0,null,574.69,0,19.19,7,5,0,100,0,0.71,63.024,0,11.11,2.98,2,1710,24.3,326.23,0,6,3.16,3.32,0.55,-0.1,27.8356,0.03,null,0,0.58,12.84,7855.78,0,null,0,368.65,1.69E+12,2.29,20.5939,0.54,null,0,61.5696,0,5.21,null,0,287.85,300,0,null,7.7164,0.51,1.45,3.36,11.32,60.34,27476.04,592.87,42,0,9.24,6.74,0,0,66.59,6,null,2925,09-07-2023,3.25,null,0,0,19,0,0,6,25330.8,0,60,0,19
5,75.48,29.2,31333,0,0,3.45,4.5,null,20.23,0,0,3367,100,7.11,444,0,27794,0,11757245,5101,18.78,1975,5,0,null,1,0,null,3299,0.02,73755,null,0,1587,0,37241,352,null,4,0,756.9,2853,77040,0,9,0,300,0,12921,0,0,10,360,0,83190,66.67,0,null,0,0,0,2,3600002,-117.87,0,6043.18,4.12,0,704,0,0,96.58,16.67,6.19,45254,3,48047.72,98.9406,null,-118.87,9,9.69,108668.93,83410.85,3841.03,1434.2,60,3.31,10,null,0,10,2,0,null,349.46,0,0,0,700.94,0,12.12,8,5,0,100,3,2.67,65.9227,0,17.17,2.98,0,1760,24.3,428.24,0,9,7.03,8.19,1.63,-0.1,60.5394,0.01,null,0,0.25,9.41,14357.15,0,null,0,456.52,1.69E+12,2.74,46.7933,0.64,null,0,64.5895,0,0.93,null,0,349.46,300,0,null,10.8272,0.34,2.1,2.54,6.93,70.8,43136.09,723.16,28,0,3.13,4.05,0,0,78.28,2,null,5418,09-07-2023,3.27,null,0,0,12,0,0,9,47638.67,0,60,0,12
