Weighted_Avg_PRB_Util_UL,DL MAC Vol Scell Pct,UE_Pwr_Restricted_Pct,UE_Pwr_Unrestricted_Pct_Num,Cat M1 Bearer Setup Failure num,Bearer Setup Failure Voice Num,HARQ_BLER_Pct,Avg_Connected_UEs,SIP DC%,UPTP_Mbps,Context_Drop_Pct,Context_Setup_Failure_Pct_Num,DL_HARQ_DTX_PCT_NUM,S1U_SIP_SC_SEER,DRB UL Data Volume MB,CAActivatedUE with 4 Scell DL num,Cat M1 Bearer Drop num,UL_Packet_Loss_Pct_Den,HO Failures,Weighted_Avg_Pdcch_CCE_Util_Num,CAActivatedUE with 3 Scell DL num,Weighted_Avg_SINR_PUSCH,Avg noOf Scell for CA UE den,PRB Util%,Handover_Exe_Failure_Pct,Pct CA ScheduledUE with 3 Scell UL,Interference_92_dbm_Above,HQ_EXE_TOTARGET_FAILURE_QCI_1,Pct CA ScheduledUE with 2 Scell UL,CAActivatedUE with 2 Scell DL num,DL Packet Loss Pct,RI_2Pct_den,Pct CA ScheduledUE with 1 Scell UL,Bearer Drop Voice%,CAActivatedUE with 1 Scell DL num,Bearer Drops,CAActivatedUE with 0 Scell DL num,RRC Setup Attempts,SIP Calls with a Leg,TTI_Occupancy_Pct_Den,weekend,Downlink_Scheduler_Delay_msec,HARQ_BLER_Pct_Num,UPTP Mbps Num,Cat M1 Bearer Setup Failure den,Bearer Setup Failure Voice Den,Setup_Fail_NUM,Weighted_Avg_PRB_Util_UL_Num,DL MAC Vol EScell Pct,UE_Pwr_Restricted_Pct_Num,pmCellDowntimeLockAuto,Handover_Preparation_Failure_PCT,S1U_SIP_SC_SEER_num,Context_Setup_Failure_Pct_Den,Cat_M1 Bearer Drop den,DL_HARQ_DTX_PCT_DEN,RRC_Reest_Fail_Pct,Context_Drop_Pct_Num,pmRadioRecInterferencePwr_Neg121,ERAB_Drop_Pct_Num,RRC Setup Failures,Handover_Exe_Failure_Pct_Num,hr,Weighted_Avg_Pdcch_CCE_Util_Den,PUCCH Interference Pwr,Bearer Setup Failure Voice%,MAC_UE_SC_Tput,UL_HARQ_DTX_PCT,HQ_EXE_TOTARGET_FAILURE_QCI_1_NUM,Bearer Releases,HO_fail_InterFreq,Bearer_Setup_Failure_Pct,UL_HARQ_ACK_PCT,HO_Oscillation_IntraFreq_PCT,Combined RACH Failure%,UE_Pwr_Pct_den,RRC_Reestab_Attempts,CA ActivatedUE pct Den,UL_RLC_ACK_PCT,HO_fail_PCT_InterFreq,Interference Pwr,qci1_setup_attempts,Avg CQI,Downlink_Scheduler_Delay_msec_Num,HARQ_BLER_Pct_Den,UPTP Mbps Den,Setup_Fail_DEN,Weighted_Avg_PRB_Util_UL_Den,PDCCH Util,SIP_SC_Total_MOU,SIP Dropped Calls,UL MAC Vol Scell Pct,S1U_SIP_SC_SEER_den,RRC_Reest_Fail_Pct_Num,Uplink_TTI_Occupancy_Pct,_80th_percentile_traffic,Context_Drop_Pct_Den,ENDC Setup Failure,QCI 1 Bearer Drop%,ENDC Setup Failure Pct,ERAB_Drop_Pct_Den,QCI5 Bearer Setup Failure Num,Handover_Exe_Failure_Pct_Den,Peak UE,Weighted_Avg_PRB_Util_DL,VOLTE IA%,Cell Availablity%,ENDC Setup Attempt,MB_per_connected_UE,PCT Time MIMO,ERAB Setup Fail%,DL Volume,WEIGHT_AVG_SINR_PUCCH,HQ_EXE_TOTARGET_FAILURE_QCI_1_DEN,UL_HARQ_DTX_PCT_NUM,Return Loss,Combined_RACH_Succ,Bearer_Setup_Failure_Pct_Num,QCI 1 Bearer Releases,Pct CA ScheduledUE with 4 Scell DL,UL Throughput,Pct CA ScheduledUE with 3 Scell DL,PIM,DL Data Vol MAC in MB,UL_Packet_Loss_Pct,Pct CA ScheduledUE with 0 EScell DL,HO Failure%,Access Beyond Cell Range,Pct CA ScheduledUE with 2 Scell DL,Downlink_Scheduler_Delay_msec_Den,Call_Drops_Credit,Pct CA ScheduledUE with 1 EScell DL,Uplink_TTI_Occupancy_Pct_Num,Combined RACH Preambles,TIMESTAMP,Avg noOf Scell for CA UE,DL MAC Vol Scell MB,Pct CA ScheduledUE with 1 Scell DL,Pct CA ScheduledUE with 2 EScell DL,Downlink_TTI_Occupancy_Pct,RI_2Pct,Bearer Drop%,pct CA ActivatedUE with 4 Scell DL,Pct CA ScheduledUE with 3 EScell DL,Bearer Drops Voice,QCI5 Bearer Setup Failure Den,Weighted_Avg_PRB_Util_DL_Num,holiday,Pct CA ScheduledUE with 4 EScell DL,pct CA ActivatedUE with 3 Scell DL,RadioInterferenceSecsAbvNeg100dBm,VoLTE_MOU,UL QPSK BLER Pct,pct CA ActivatedUE with 2 Scell DL,UE_Pwr_Unrestricted_Pct,UL_HARQ_DTX_PCT_DEN,Bearer_Setup_Failure_Pct_Den,Combined RACH Failures,Context_Setup_Failure_Pct,pct CA ActivatedUE with 1 Scell DL,DL_HARQ_DTX_PCT,QCI5 Bearer Setup Failure%,RRC Setup Failure% 5G,pct CA ActivatedUE with 0 Scell DL,UL_Packet_Loss_Pct_Num,Cat M1 Bearer Setup Failure pct,Avg noOf Scell for CA UE num,day,Weighted_Avg_Pdcch_CCE_Util,Cat M1 Bearer Drop pct,QCI 1 Bearer Drops,SIP_SC_Call_Attempts,Handover_Preparation_Att,pmCellDowntimeAuto,Downlink_TTI_Occupancy_Pct_Num,Bearer Releases Voice,RI_2Pct_num,HO_att_InterFreq,Weighted_Avg_PRB_Util_DL_Den,Handover_Prep_Failures,HO Attempts
5,13.29,28.38,59931,0,0,3.98,4.41,null,105.76,0,0,11331,null,20.3,19803,0,99312,0,11720955,37899,18.86,1757,5.17,0,null,3,0,null,452,0,44437,null,null,20642,0,67942,566,null,4,1,376.22,5440,4057957,0,0,0,300,0,23751,0,0,0,574,0,293828,0,0,0,0,0,0,5,3600002,-117.85,null,29428.23,3.4,0,1019,0,0,96.63,10,3.46,84682,7,148104.38,98.9604,null,-118.33,0,11.1,164800.69,138214.46,38752.69,2193.72,60,4.35,0,null,0,0,0,0,null,556.51,1,null,12.5,1019.09,0,60.6,9,5.17,null,100,8,191.29,87.4761,0,662.56,2.99,1,2950,24.7,647.41,0,0,0.92,4.58,0.27,0.6,658.5301,0,null,0,0.17,0.74,43804.71,0,null,0,670.64,1.69E+12,2.72,89.6375,0.11,null,0,80.7899,0,13.5,null,0,451.47,310,0,null,26.1085,2.51,0.02,3.92,0.31,71.62,87639.72,1050.4,23,0,14.01,3.86,0,0,46.33,0,null,4774,09-02-2023,3.26,null,0,0,60,0,0,0,35899.44,0,60,0,60
5,54.49,67.03,19588,0,0,4.88,4.58,null,40.94,0.16,0,5945,null,9.61,2922,0,28673,0,11909505,7137,16.45,1894,5,0,null,9,0,null,769,0,48951,null,null,7167,2,37126,640,null,4,1,633.07,5122,200940,0,0,0,300,0,39815,0,0,0,641,0,113961,7.14,1,null,2,0,0,6,3600002,-117.72,null,8613.56,4.29,0,1170,0,0,93.13,9.84,11.94,60403,14,55571.21,98.8614,null,-117.55,0,11.05,81977.66,105925.77,4955.06,2491.67,60,3.46,0,null,0,0,1,0,null,633.27,0,null,0,1171.6,0,61.61,9,5,null,100,8,9.65,84.0724,0,46.46,2.97,0,2571,24.7,759.52,0,0,3.05,1.45,0.94,0.6,88.5669,0.05,null,0,1.67,4.52,12949.21,0,null,0,862.54,1.69E+12,2.36,49.4193,0.98,null,0,79.1941,0.17,5.31,null,0,524.19,300,0,null,13.0997,7.71,0,6.78,1.4,32.97,60531.32,1198.87,102,0,12.84,5.22,0,0,67.48,15,null,4479,09-02-2023,3.31,null,0,0,61,0,0,0,38764.81,0,60,0,61
5,46.51,58.2,49607,0,0,5.16,5.57,null,35.28,0.13,0,15294,100,20.73,12570,0,84574,0,12456723,17932,16.93,2468,5.33,0,null,62,0,null,9970,0.04,74929,null,0,14929,1,89804,806,null,4,1,971.6,11798,1201198,0,2,1,300,0,69071,0,0,1,800,0,272142,7.14,1,0,1,1,0,7,3600001,-117.07,0,13642.28,6.35,0,1507,0,0,92.48,15.05,3.21,119678,14,146556.05,98.703,null,-117.22,2,10.72,400847.79,231036.49,34386.46,3154.23,60,4.91,1,null,0,1,1,0,null,808,1,0,4.76,1511.97,0,93.93,11,5.33,0.12,100,21,31.47,81.9211,0.03,232.3,2.98,8,8188,24.7,1003.94,0,1,1.73,1.88,0.57,0.6,323.6242,0.05,null,0,0,1.17,41256.48,0,null,0,1037.27,1.69E+12,2.53,154.1159,0.31,null,0,77.9417,0.07,8.66,null,0,680.74,320,0,null,12.4836,6.79,8.8,10.68,6.87,41.8,130209.2,1527.12,33,0,10.22,5.62,0,0.12,61.89,45,null,6249,09-02-2023,3.46,null,0,7.3,93,0,0,1,58398.2,0,60,0,93
5,61.89,57.55,100694,0,0,5.9,6.46,null,33.59,0,1,32406,100,27.95,19442,0,165719,0,13884800,36232,16.5,2952,5.67,0,null,23,0,null,22868,0.23,108577,null,0,27632,0,137193,951,null,4,1,762.02,26280,1738146,0,3,5,300,0,136500,0,0,5,928,0,489960,8.7,0,0,0,2,0,8,3600002,-116.68,0,13906.57,8.5,0,1794,0,0.17,93.51,14.59,9.16,238194,23,245699.67,97.9506,null,-117.39,3,10.54,597298.85,450213.56,52253.36,3750.13,60,7.17,5,null,0,5,2,0,null,944.35,0,0,0,1801.84,1,186.85,12,5.67,0.33,100,14,35.1,74.1845,0.13,308.05,2.98,40,21631,24.7,1261.49,3,3,1.34,0.42,0.38,0.6,578.3967,0.65,null,0,0.34,0.4,78384.08,0,null,0,1388.75,1.69E+12,2.8,366.5593,0.46,null,0,69.8011,0,7.99,null,0,811.03,340,0,null,15.0389,3.98,31.9,8.72,9.4,42.45,257020.76,1831.13,126,0.11,11.32,6.61,0.12,0.21,56.4,1079,null,8253,09-02-2023,3.86,null,0,46.13,185,0,0,3,75790.4,0,60,0,185
5.17,36.68,60.3,254632,0,0,5.67,10.72,null,53.53,0.57,0,42829,100,146.52,44814,0,339449,0,15069870,56908,17.46,5978,6.83,0,null,105,0,null,109695,0.04,137110,null,0,65856,13,277377,1404,null,4,1,754.96,44714,6119800,0,6,2,310,0,386708,0,0,8,1379,0,976030,6.06,8,0,13,2,0,9,3600002,-116.3,0,16917.32,2.87,0,2802,0,0,92.06,13.98,8.76,642340,33,560095.5,98.2773,0,-116.13,6,10.71,1160988.94,796483.98,115470.27,5649.94,60,11.9,8,null,0,8,2,25,null,1423.09,1,0,2,2819.92,0,238.36,19,6.83,0.14,100,50,65.4,78.6689,0.04,1178.67,2.98,33,16340,24.7,2136.15,0,7,1.31,0.79,0.28,0.6,1371.6507,0.02,null,0,0.67,0.28,153781.59,0,null,1,2341.18,1.69E+12,3.15,515.201,0.16,null,0,72.5382,0.47,8.08,null,0,1268.56,410,0,null,10.3626,4.51,25.68,10.34,19.78,39.7,574983.91,2815.88,203,0,11.86,4.39,0,0.14,50.02,73,null,18828,09-02-2023,4.19,null,0,59.61,236,0,0,7,99457.73,2,60,0,236
5,23.97,59.4,318872,0,0,7.32,12.35,null,55.32,0.14,0,57198,100,129.43,55593,0,518885,0,16315925,108193,18.19,7242,8.67,0,null,48,0,null,109651,0.01,174807,null,0,103477,5,355197,1433,null,4,1,670.87,83425,10549697,0,9,0,300,0,466484,0,0,16,1405,0,1282417,9.09,2,0,5,0,0,10,3600002,-116.33,0,16588.31,2.41,0,2786,0,0,93.47,10.39,5.2,786356,33,739331.11,98.6238,0,-115.71,9,10.65,1436266.46,1151293.95,192592.86,5703.47,60,14.26,16,null,0,16,3,25,null,1449.35,1,0,3.13,2803.76,0,233.31,22,8.67,0,100,32,109.51,77.7801,0,1812.95,2.99,31,16380,24.7,2356.33,0,14,1.05,0.32,0.33,0.6,1740.0684,0.01,null,0,0.14,0.24,214091.72,0,null,1,2485.61,1.69E+12,3.03,427.129,0.15,null,25,74.7198,0.18,7.59,null,0,1286.74,520,0,null,14.9278,10.5,37.23,7.35,14.98,40.6,686707.08,2808.81,128,0,14.12,4.46,0,0,48.52,33,null,21943,09-02-2023,4.53,null,0,40.65,231,0,1,14,130615.22,1,60,0,231
5,54.63,51.22,239191,0,0,7.09,11.24,null,35.99,0.22,1,64744,100,100.14,53857,0,413656,1,15730550,82207,17.5,6297,10.83,0.42,null,97,0,null,107055,0,154922,null,0,79893,8,293538,1342,null,4,1,572.07,81225,6582616,0,11,4,300,0,251136,0,0,16,1316,0,1392973,13.33,3,0,8,1,1,11,3600002,-115.81,0,19312.73,3.78,0,2575,0,0.08,91.73,11.81,10.8,491327,45,622614.5,98.4951,0,-114.48,11,10.17,1048418.38,1157846.83,184706.78,5320.68,60,12.7,16,null,0,16,6,0,null,1349.36,0,0,0,2590.65,1,239.37,21,10.83,0.16,100,21,73.98,84.5673,0.08,1231.19,2.99,23,19759,24.7,1818,2,11,1.22,0.85,0.26,0.6,2165.2885,0.02,null,0.42,0.52,0.2,183267.53,0,null,0,2038.18,1.69E+12,3.16,1211.2728,0.1,null,25,75.4268,0.31,8.74,null,0,1213.01,650,0,null,13.4734,28.3,27.85,14.9,17.37,48.78,528642.08,2610.85,218,0.08,12.94,4.65,0.08,0.07,47.62,63,null,19924,09-02-2023,4.37,null,0,17.23,237,0,1,11,116855.99,1,60,0,237
6.83,27.19,56.89,259797,0,0,6.38,10.27,null,39.55,0.15,2,48041,100,472.23,42296,0,780626,0,15655368,128397,17.72,5480,8.33,0,null,38,0,null,70663,0.02,160627,null,8.33,66943,2,328928,1329,null,4,1,673.27,80332,6430459,0,8,5,410,0,342881,0,0,15,1304,0,1375550,10,2,0,2,1,0,12,3600001,-115.98,0,15576.18,2.83,0,2507,0,0.16,94.28,13.13,9.15,603678,30,643498.27,98.7525,0,-116.4,8,10.46,1629934.97,1271973.8,164231.05,5244.93,60,13.36,15,null,0,15,3,25,null,1327.14,1,8.33,5.26,2521.97,2,299.97,18,8.33,0.25,100,19,113.54,83.022,0.1,1469.55,2.98,38,17322,24.7,1895.77,4,12,1.01,13.05,0.27,0.6,1768.813,0.02,null,0,0.29,0.15,242092.96,0,null,1,2086.66,1.69E+12,2.99,492.5568,0.18,null,25,76.6691,0.08,6.64,null,1,1180.69,500,0,null,20.3515,4.91,51.45,8.43,11.09,43.11,617375.63,2561.36,189,0.15,10.49,3.49,0.17,0.08,51.63,135,null,16393,09-02-2023,4.35,null,1,93.08,297,0,1,12,123146.27,2,60,0,297
5,17.6,34.93,354278,0,0,5.97,9.2,null,46.9,0.1,0,43204,100,142.51,36671,0,926773,1,15141065,61517,18.47,4839,11,0.36,null,105,0,null,33808,0.01,240373,null,0,64397,3,175871,1074,null,4,1,558.64,92570,9019329,0,7,2,300,0,190185,0,0,11,1055,0,1619687,0,1,0,3,2,1,13,3600002,-116.05,0,18451.96,2.12,0,2062,0,0,95.72,13.62,11.9,545463,37,375885.64,98.703,0,-116.83,7,11.2,1598897.67,1567351.33,194220.98,4288.46,60,13.49,11,null,0,11,0,0,null,1062.52,2,0,8.33,2072.52,0,281.79,16,11,0.19,100,24,209.35,88.3346,0.05,2047.27,2.99,30,11957,24.7,1585.7,0,7,1.06,2.05,0.14,0.6,2211.6071,0,null,0.36,0.41,0.42,286211.78,0,null,0,1799.82,1.69E+12,2.37,398.4854,0.34,null,25,86.2843,0.15,9.85,null,0,927.18,660,0,null,16.6953,3.08,40.35,9.6,9.08,65.07,569689.49,2121,212,0,17.28,2.67,0,0.19,47.26,8,null,11452,09-02-2023,4.21,null,0,40.33,279,0,1,7,207411.58,1,60,0,279
5,37.88,42.07,204618,0,0,7.06,6.96,null,28.56,0.1,0,43043,100,75.23,33886,0,410127,1,15541975,83556,17.8,3232,7.83,0.39,null,97,0,null,43540,0.03,121624,null,0,38550,3,178685,973,null,4,1,604.27,65005,3632745,0,5,1,300,0,148569,0,0,7,948,0,1044928,6.38,1,0,3,1,1,14,3600002,-115.95,0,15913.81,4.26,0,1858,0,0,94.11,15.29,10.2,354187,47,381898.17,98.4555,0,-116.41,5,10.39,1010664.58,929764.59,128479.07,3841.03,60,10.21,7,null,0,7,3,0,null,979.7,0,0,0,1866.48,0,257.55,22,7.83,0.1,100,28,97.06,84.3249,0.03,883.75,2.98,19,15563,24.7,1484.7,0,7,0.81,1.28,0.21,0.6,1290.578,0,null,0.39,0.45,0.21,167252.97,0,null,0,1653.37,1.69E+12,2.8,500.6469,0.23,null,0,78.5477,0.16,8.96,null,0,828.2,470,0,null,22.321,5.3,21.05,9.38,11.51,57.93,369292.36,1876.58,167,0,10.17,4.12,0,0.1,47.26,18,null,9036,09-02-2023,4.32,null,0,19.8,255,0,0,7,95537.92,2,60,0,255
5,59.09,48.93,254046,0,0,6.44,10.32,null,37.1,0.34,1,75413,100,136.56,54226,0,431048,0,15485605,81674,17.61,5528,10.17,0,null,111,0,null,96648,0.02,131733,null,0,72415,5,328357,1174,null,4,1,841.59,73815,6214489,0,10,5,300,0,243439,0,0,11,1147,0,1342763,4.44,4,0,5,2,0,15,3600002,-115.62,0,16135.02,3.41,0,2252,0,0.09,93.32,13.31,6.91,498485,45,639552.2,98.4951,0,-114.65,10,10.11,1538523.91,1156961.06,169201.26,4664.18,60,12.58,11,null,0,11,2,0,null,1176.65,3,0,6.67,2264.42,1,311.08,20,10.17,0.27,100,45,86.04,77.2347,0.11,1030.2,2.98,28,14666,24.7,1822.04,2,10,1.07,3.65,0.17,0.6,1734.9376,0.03,null,0,0.13,0.41,182812.02,0,null,0,1957.38,1.69E+12,3.15,1049.7334,0.09,null,25,72.6695,0.22,8.56,null,0,1031.21,610,0,null,13.029,23.65,25.53,9.14,15.26,51.07,433885.9,2294.72,134,0.09,11.42,5.62,0.1,0.17,51.86,132,null,17417,09-02-2023,4.3,null,0,9.54,308,0,1,10,95726.79,4,60,0,308
5.5,64.25,33.82,398324,0,0,5.04,10.38,null,38.3,0.26,0,77916,100,223.44,51161,0,585176,0,15173333,116946,18.77,5735,10.17,0,null,43,0,null,36501,0.01,135602,null,0,88841,3,410524,1179,null,4,1,570.25,70933,4247347,0,4,3,330,0,203545,0,0,6,1149,0,1642699,14.63,3,0,3,3,0,16,3600001,-115.95,0,16054.99,2.95,0,2207,0,0,94.62,13.29,8.9,602869,41,710911.73,98.8218,0,-114.19,4,10.63,1475134.29,1420631.66,112000.92,4665.19,60,14.24,6,null,0,6,6,0,null,1161.5,0,0,0,2218.97,0,288.86,20,10.17,0.25,100,26,55.42,79.4466,0.06,864.56,2.99,34,13467,24.7,1654.38,0,6,1.18,9.46,0.26,0.6,2089.0941,0,null,0,0.07,0.3,258683.22,0,null,0,1815.98,1.69E+12,3.21,1374.4686,0.15,null,25,79.0123,0.14,7.27,null,0,1063.53,610,0,null,16.7761,33.85,31.8,8.1,5.19,66.18,461052.88,2286.64,160,0,12.61,4.74,0,0.25,58.32,24,null,18402,09-02-2023,4.21,null,0,58.67,286,0,1,6,107139.79,1,60,0,286
5.33,49.41,50.82,218953,0,0,5.89,8.24,null,39.62,0.35,0,55925,100,152.06,32766,0,340006,0,15384840,67096,16.7,4099,7.33,0,null,69,0,null,30262,0,122929,null,0,48466,7,233457,1136,null,4,1,626.21,54950,4469888,0,7,0,320,0,226224,0,0,11,1108,0,1060422,15.79,4,0,7,0,0,17,3600002,-116.24,0,15243.79,4.73,0,2177,0,0,91.28,10.61,11.43,446177,38,416066.47,97.4853,0,-115.72,7,10.9,772094.5,942963.27,113949.21,4479.35,60,10.97,11,null,0,11,6,0,null,1152.41,0,0,0,2188.67,0,247.45,17,7.33,0,100,22,74.14,86.3348,0,798.91,2.98,10,21607,24.7,1628.12,0,11,1.52,2.74,0.22,0.6,1298.9812,0,null,0,0.2,0.27,123295.75,0,null,0,1838.2,1.69E+12,3.25,657.2878,0.2,null,0,79.6789,0.32,7.95,null,0,1012.02,440,0,null,16.4529,15.67,9.35,13.27,7.35,49.18,461273.06,2184.63,208,0,11.74,5.27,0,0,56.67,10,null,13303,09-02-2023,4.27,null,0,15.8,245,0,0,11,97945.76,4,60,0,245
5.33,49.67,51.23,174199,0,0,6.01,8.45,null,43.52,0,0,42150,100,173.27,19571,0,321166,0,14821200,74742,17.19,4075,6.33,0,null,51,0,null,34864,0.01,95508,null,0,33038,0,206519,1053,null,4,1,824.6,40516,2827769,0,5,3,320,0,182981,0,0,6,1034,0,799396,2.7,0,0,0,3,0,18,3600002,-116.59,0,13609.66,5.69,0,1996,0,0,90.31,14.85,11.19,358180,37,372320.34,97.0398,0,-116.22,5,10.98,971818.97,680494.57,65627.78,4156.15,60,9.54,6,null,0,6,1,0,null,1049.39,2,0,9.09,2005.86,0,231.29,17,6.33,0.28,100,22,37.7,88.8295,0.07,564.59,2.98,34,21870,24.7,1419.05,0,4,1.57,4.59,0.21,0.6,905.6165,0.01,null,0,0.08,0.37,117852.86,0,null,0,1597.82,1.69E+12,3.12,460.661,0.17,null,0,79.9718,0,5.31,null,0,937.28,380,0,null,20.4828,11.08,17.4,17.03,9.46,48.77,388314.7,2032.12,177,0,8.94,5.27,0,0.28,56.02,29,null,12717,09-02-2023,4.12,null,0,7,229,0,0,4,76381.25,1,60,0,229
5,53.1,62.17,94163,0,0,6.01,6.05,null,31.27,0.24,1,38728,100,36.96,19061,0,165426,0,13860210,29999,16.34,2652,5.5,0,null,43,0,null,32904,0.17,83254,null,0,41735,2,141915,826,null,4,1,890.44,27303,2403328,0,0,2,300,0,154744,0,0,4,825,0,525765,0,2,0,2,0,0,19,3600002,-116.16,null,14363.22,6.53,0,1601,0,0.13,92.5,11.97,6.92,249907,19,268169.14,96.3765,0,-115.56,0,10.1,753259.01,458896.53,77630.62,3282.5,60,7.48,4,null,0,4,0,0,null,830.22,0,0,0,1606.91,1,236.34,14,5.5,null,100,28,55.63,75.9217,0.06,443.39,2.97,43,16983,24.7,1263.51,2,4,1.02,0.74,0.26,0.6,654.6012,0.01,null,0,0.57,0.36,84593.56,0,null,0,1357.44,1.69E+12,2.78,355.9341,0.37,null,0,69.0133,0.13,7.18,null,0,737.3,330,0,null,11.413,19.71,19.13,9.05,12.39,37.83,262527.28,1613.98,93,0.12,15.68,7.37,0.14,0,53.45,18,null,7369,09-02-2023,3.85,null,0,3.82,234,0,0,4,57452.84,2,60,0,234
5,52.75,72.93,89334,0,0,5.34,5.79,null,35.02,0.57,0,36559,100,42.19,17227,0,166389,0,14120220,21007,15.34,2521,6,0,null,38,0,null,27698,0.05,76635,null,0,31276,7,165705,728,null,4,1,741.12,24975,1815693,0,4,1,300,0,240668,0,0,10,732,0,529310,5.13,4,0,7,1,0,20,3600002,-116.6,0,14582.7,4.8,0,1379,0,0,90.27,12.38,12.91,331002,39,265441.13,97.812,null,-116.65,4,10.25,699410.86,472378.01,52363.45,2903.75,60,8.14,10,null,0,10,2,0,null,710.03,0,0,0,1382.69,0,212.1,13,6,0.14,100,18,39.87,69.8516,0.03,375.72,2.97,32,16955,24.7,1069.59,0,8,1.1,0.38,0.39,0.6,691.6682,0.32,null,0,0.1,0.34,94372.38,0,null,0,1228.16,1.69E+12,2.6,373.599,0.52,null,0,67.6498,0.51,6.55,null,0,651.45,360,0,null,8.0699,9.97,20.87,11.97,10.54,27.07,356602.72,1434.2,157,0,11.86,6.91,0,0.14,63.05,539,null,6565,09-02-2023,3.92,null,0,21.56,210,0,0,8,51841.28,0,60,0,210
5,27.51,60.51,102379,0,0,5.91,6.27,null,53.88,0.39,0,25779,null,65.77,18756,0,204840,1,13545333,35121,17.12,2816,5.5,0.55,null,25,0,null,27554,0.01,92650,null,0,39324,5,177537,803,null,4,1,456.34,27361,3249978,0,1,2,300,0,156844,0,0,0,806,0,550452,7.14,3,0,5,2,1,21,3600001,-116.81,0,15145.59,4.32,0,1503,0,0,92.89,10.5,10.85,260223,28,301173.92,98.6238,0,-116.82,1,10.06,479196.52,467847.15,60924.21,3168.37,60,7.58,0,null,0,0,2,0,null,786.79,0,0,0,1507.93,0,182.81,13,5.5,null,100,23,48.27,76.5378,0.06,671.65,2.98,10,11262,24.7,1129.18,0,1,0.8,2.34,0.34,0.6,705.6769,0.05,null,0.55,0.1,0.43,105009.7,0,null,0,1266.54,1.69E+12,2.43,198.7781,0.61,null,0,74.7703,0.33,6.29,null,0,717.1,330,0,null,11.8978,8.14,3.18,9.84,9.24,39.49,263244.38,1548.33,136,0,13.15,4.68,0,0.25,59.54,106,null,6848,09-02-2023,3.76,null,0,0,181,0,0,1,69271.86,3,60,0,181
5,35.61,62.66,95715,0,0,6.8,5.63,null,39.07,0.39,0,36151,100,80.89,45026,0,180759,0,13986255,37439,16.61,2575,6.67,0,null,25,0,null,35431,0,92913,null,0,50771,6,110428,744,null,4,1,482.78,37675,4355408,0,0,1,300,0,160603,0,0,1,742,0,581250,7.14,3,0,6,1,0,22,3600002,-116.67,null,15292.57,5.47,0,1479,0,0,92.15,13.18,10.03,257318,28,281784.95,97.9308,0,-114.99,0,9.83,288417.62,559805.63,112576.62,2948.19,60,7.55,1,null,0,1,2,0,null,768.61,0,0,0,1483.69,0,130.29,12,6.67,null,100,10,121.92,77.063,0.03,660.54,2.97,2,14364,24.7,1042.32,0,1,0.82,1.38,0.16,0.6,720.4027,0.02,null,0,0,0.17,59741.5,0,null,0,1158.47,1.69E+12,2.82,262.6909,0.21,null,0,70.7808,0.41,16.14,null,0,670.64,400,0,null,13.5542,26.52,0.52,10.69,12.7,37.34,265303.77,1446.32,115,0,18.16,6.22,0,0.13,39.58,33,null,7263,09-02-2023,3.89,null,0,6.55,129,0,0,1,65763.12,3,60,0,129
5.33,49.9,54.41,80389,0,0,5.79,5.02,null,35.72,0.29,0,23553,100,145,11637,0,181796,0,12992985,33254,17.27,1961,5.17,0,null,172,0,null,35901,0,80813,null,0,28850,4,93365,682,null,4,1,536.82,23837,1819555,0,4,0,320,0,95951,0,0,3,687,0,442284,0,2,0,4,0,0,23,3600002,-116.97,0,11177.3,5.33,0,1292,0,0,92.83,15.6,5.02,177340,18,204936.07,98.2179,0,-116.7,4,10.1,319783.17,415535.21,51440.31,2667.41,60,6.24,3,null,0,3,0,0,null,693.87,2,0,14.29,1294.82,0,142.41,11,5.17,0,100,14,55.2,74.5986,0,327.24,2.98,13,9376,24.7,974.65,0,3,0.84,12.45,0.18,0.6,414.0192,0.01,null,0,0.12,0.17,59569.8,0,null,0,1026.16,1.69E+12,2.56,211.5546,0.31,null,0,68.0639,0.31,5.74,null,0,563.58,310,0,null,16.5539,7.83,6.4,11.3,17.69,45.59,177726.67,1289.77,51,0,14.17,5.33,0,0,46.01,20,null,5020,09-02-2023,3.61,null,0,1.52,141,0,0,3,55000.56,2,60,0,141
5,43,82.25,31340,0,0,6.79,3.7,null,4.91,0.2,0,81578,null,15.05,29046,0,47416,0,15365645,60469,13.44,1046,8.67,0,0,77,0,0,17221,0.01,52856,100,null,40681,2,87238,502,null,4,1,1061,20528,1025283,0,0,1,300,0,145270,0,0,0,504,0,312244,7.69,1,0,2,1,0,0,3600002,-117.42,null,5822.65,11.12,0,871,0,0,90.28,10.11,21.38,177610,13,236900.55,97.3665,null,-118.3,0,8.77,199405.31,305399.76,210989,1907.89,60,5.84,0,null,0,0,1,0,null,493.89,0,null,0,869.61,0,89.89,8,8.67,null,100,16,40.29,57.2165,0.05,146.45,2.96,8,22669,24.5,701.95,0,0,0.34,0.35,0.08,0.4,204.1008,0.01,null,0,0,0.08,18794.08,0,null,0,892.84,1.69E+12,2.57,89.8698,0.06,null,0,51.4292,0.23,12.38,null,0,376.73,520,0,null,26.0378,0.91,2.62,8.69,7.34,17.75,205831.94,894.86,189,0,17.3,26.13,0,0.2,37.19,4,null,2688,09-03-2023,4.27,null,0,0,89,0,0,0,27182.13,0,60,0,89
